;TECHPUBLAYERNAME;uuid
327;ch.pronatura.naturschutzgebiete;db4b251f-d431-457d-9ed6-4abf59d2a54a
328;ch.pronatura.waldreservate;8a69330f-c6db-4c56-bedc-d244542ad86c
