;UUID;Protokoll;URL
3;bb51c6f0-2be5-4933-9582-90dc613c8c75;OGC:WMS;http://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de
0;69f9bf6d-f168-4250-8c5a-77398fa750cb;WWW:LINK;https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wind/windgeschwindigkeit.html
1;69f9bf6d-f168-4250-8c5a-77398fa750cb;WWW:DOWNLOAD-URL;http://data.geo.admin.ch/ch.bfe.windenergie-geschwindigkeit_h50/
2;69f9bf6d-f168-4250-8c5a-77398fa750cb;CHTOPO:specialised-geoportal;https://map.geo.admin.ch/?lang=de&topic=energie&bgLayer=ch.swisstopo.pixelkarte-grau&catalogNodes=2419,2420,2427,2480,2429,2431,2434,2436,2767,2441,3206&layers=ch.bfe.windenergie-geschwindigkeit_h50&layers_opacity=0.75
3;69f9bf6d-f168-4250-8c5a-77398fa750cb;OGC:WMS;http://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de
0;d5892cf4-38fa-4af7-9ddb-f87dd2ed06cd;WWW:LINK;https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wind/windgeschwindigkeit.html
1;d5892cf4-38fa-4af7-9ddb-f87dd2ed06cd;WWW:DOWNLOAD-URL;http://data.geo.admin.ch/ch.bfe.windenergie-geschwindigkeit_h75/
2;d5892cf4-38fa-4af7-9ddb-f87dd2ed06cd;CHTOPO:specialised-geoportal;https://map.geo.admin.ch/?lang=de&topic=energie&bgLayer=ch.swisstopo.pixelkarte-grau&catalogNodes=2419,2420,2427,2480,2429,2431,2434,2436,2767,2441,3206&layers=ch.bfe.windenergie-geschwindigkeit_h75&layers_opacity=0.75
3;d5892cf4-38fa-4af7-9ddb-f87dd2ed06cd;OGC:WMS;http://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de
0;bf588f7f-7708-4518-932e-ef950e0c789a;WWW:LINK;https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wind/windpotenzialgebiete.html
1;bf588f7f-7708-4518-932e-ef950e0c789a;WWW:DOWNLOAD-URL;https://data.geo.admin.ch/ch.bfe.windenergie-potenzialgebiete/
2;bf588f7f-7708-4518-932e-ef950e0c789a;CHTOPO:specialised-geoportal;https://map.geo.admin.ch/?lang=de&topic=energie&bgLayer=ch.swisstopo.pixelkarte-grau&layers_opacity=0.75&catalogNodes=2419,2420,2427,2480,2429,2431,2434,2436,2767,2441,3206&layers=ch.bfe.windenergie-potenzialgebiete
3;bf588f7f-7708-4518-932e-ef950e0c789a;OGC:WMS;http://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de
0;b11962c5-cad9-4783-9e88-d8248e90c47f;WWW:LINK;https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wind/windenergieanlagen.html
1;b11962c5-cad9-4783-9e88-d8248e90c47f;WWW:DOWNLOAD-URL;http://data.geo.admin.ch/ch.bfe.windenergieanlagen/
2;b11962c5-cad9-4783-9e88-d8248e90c47f;WWW:LINK;https://map.geo.admin.ch/?topic=energie&bgLayer=ch.swisstopo.pixelkarte-grau&lang=de&catalogNodes=2419,2420,2427,2480,2429,2431,2434,2436,2767,2441&layers=ch.bfe.windenergieanlagen
3;b11962c5-cad9-4783-9e88-d8248e90c47f;OGC:WMS;http://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de
