;number;layer;TECHPUBLAYERNAME;uuid
320;321;ch.bakom.downlink100 (Download ≥ 100 Mbit/s);ch.bakom.downlink100;0be906d8-ce6d-436c-8690-749a892ef5bb
321;322;ch.bakom.downlink1000 (Download ≥ 1000 Mbit/s);ch.bakom.downlink1000;0b4dec69-5c20-4288-b487-a8f2bc33db70
322;323;ch.bakom.downlink3 (Download ≥ 3 Mbit/s);ch.bakom.downlink3;a9631243-b897-4417-b407-06d28af9d2c1
323;324;ch.bakom.downlink30 (Download ≥ 30 Mbit/s);ch.bakom.downlink30;fea5aba3-377a-4af1-a848-1f3d11238ff8
324;325;ch.bakom.downlink300 (Download ≥ 300 Mbit/s);ch.bakom.downlink300;4f2bd604-1454-4371-aeed-bdf200b00df1
325;326;ch.bakom.downlink500 (Download ≥ 500 Mbit/s);ch.bakom.downlink500;47528be7-774e-4e3e-af3d-3bb5d54f35fc
326;327;ch.bakom.mobil-antennenstandorte-5g (Antennenstandorte 5G (NR));ch.bakom.mobil-antennenstandorte-5g;43814de7-42b6-4f33-a4d5-cdca8ca0d6cd
327;328;ch.bakom.mobil-antennenstandorte-gsm (Antennenstandorte 2G (GSM));ch.bakom.mobil-antennenstandorte-gsm;1d7e059a-3d60-4876-905c-722cb469ac1d
328;329;ch.bakom.mobil-antennenstandorte-lte (Antennenstandorte 4G (LTE));ch.bakom.mobil-antennenstandorte-lte;4399b61b-23d9-49a8-ba8b-dd2452adbc7c
329;330;ch.bakom.mobil-antennenstandorte-umts (Antennenstandorte 3G (UMTS));ch.bakom.mobil-antennenstandorte-umts;312ddf6a-52b1-4bd9-9610-f0e3707dedff
330;331;ch.bakom.mobilnetz-2g (2G - GSM / EDGE);ch.bakom.mobilnetz-2g;06e8324a-03f6-4e2d-b5f9-202fdcffc929
331;332;ch.bakom.mobilnetz-3g (3G - UMTS / HSPA);ch.bakom.mobilnetz-3g;f424dac9-9157-4557-9a28-09b068ddb8f9
332;333;ch.bakom.mobilnetz-4g (4G - LTE / LTE-A);ch.bakom.mobilnetz-4g;4d42230c-c187-40d2-9b16-4dc247a2e154
333;334;ch.bakom.mobilnetz-5g (5G - NR);ch.bakom.mobilnetz-5g;f28fedfa-64ad-43c3-9767-b11deabc886f
334;335;ch.bakom.notruf (Notrufe per Gemeinde);ch.bakom.notruf;7f3287d8-6ae7-491c-b8e1-1d9f81b194b4
335;336;ch.bakom.notruf-112_festnetz (112 Festnetz);ch.bakom.notruf-112_festnetz;415a014c-b3f6-40bd-8b38-c955e9e214e6
336;337;ch.bakom.notruf-112_mobilnetz (112 Mobilnetz);ch.bakom.notruf-112_mobilnetz;261dd9f1-3387-4bd9-b093-21cc7bf23970
337;338;ch.bakom.notruf-112_satellit (112 Satellitennetz);ch.bakom.notruf-112_satellit;29139f7c-2b57-43de-b308-38666acfa0b9
338;339;ch.bakom.notruf-112_zentral (112 Alarmzentralen);ch.bakom.notruf-112_zentral;cb6d8528-ef3d-4412-8962-03f5ce6bfad3
339;340;ch.bakom.notruf-117_festnetz (117 Festnetz);ch.bakom.notruf-117_festnetz;33185a17-c810-41e0-aacd-3f3d44e410bd
340;341;ch.bakom.notruf-117_mobilnetz (117 Mobilnetz);ch.bakom.notruf-117_mobilnetz;b8bc1b3f-ea78-4254-b093-91d97894623d
341;342;ch.bakom.notruf-117_zentral (117 Alarmzentralen);ch.bakom.notruf-117_zentral;5ee5430f-1bd8-4027-a3fa-9df0d716da61
342;343;ch.bakom.notruf-118_festnetz (118 Festnetz);ch.bakom.notruf-118_festnetz;48964dfd-eaaa-4443-a281-6a91d6692073
343;344;ch.bakom.notruf-118_mobilnetz (118 Mobilnetz);ch.bakom.notruf-118_mobilnetz;c7baa23e-f09f-4940-a100-ab5321d67461
344;345;ch.bakom.notruf-118_zentral (118 Alarmzentralen);ch.bakom.notruf-118_zentral;cfad6c18-ac21-44d2-9eec-efb7f62a9be8
345;346;ch.bakom.notruf-143_festnetz (143 Festnetz);ch.bakom.notruf-143_festnetz;1a30baed-509c-4fe2-b7a7-1bcd885e7827
346;347;ch.bakom.notruf-143_mobilnetz (143 Mobilnetz);ch.bakom.notruf-143_mobilnetz;c2c6114c-707d-424d-a860-ffe4e22330c6
347;348;ch.bakom.notruf-143_zentral (143 Alarmzentralen);ch.bakom.notruf-143_zentral;5b41971f-599c-415e-9445-75b59f22a0bf
348;349;ch.bakom.notruf-144_festnetz (144 Festnetz);ch.bakom.notruf-144_festnetz;8eff7061-f805-4d8c-a37e-574f41e68869
349;350;ch.bakom.notruf-144_mobilnetz (144 Mobilnetz);ch.bakom.notruf-144_mobilnetz;261f29ed-3043-4668-998e-a76c63b8e3e2
350;351;ch.bakom.notruf-144_zentral (144 Alarmzentralen);ch.bakom.notruf-144_zentral;e8914fd0-4b48-4446-af8e-1afeea435060
351;352;ch.bakom.notruf-145_festnetz (145 Festnetz);ch.bakom.notruf-145_festnetz;d500e71f-68b0-4275-b73a-c35e254752f0
352;353;ch.bakom.notruf-145_mobilnetz (145 Mobilnetz);ch.bakom.notruf-145_mobilnetz;4ab16b53-65f3-4427-a667-8cce75f71fd0
353;354;ch.bakom.notruf-145_zentral (145 Alarmzentralen);ch.bakom.notruf-145_zentral;8aa977ba-61e7-4239-8b20-6e6880341fde
354;355;ch.bakom.notruf-147_festnetz (147 Festnetz);ch.bakom.notruf-147_festnetz;30bb29fc-55ec-4c10-a504-dc650c135b09
355;356;ch.bakom.notruf-147_mobilnetz (147 Mobilnetz);ch.bakom.notruf-147_mobilnetz;c883aaf2-3707-433f-a0d9-32f245f44eb9
356;357;ch.bakom.notruf-147_zentral (147 Alarmzentralen);ch.bakom.notruf-147_zentral;00347ff2-fc9d-4171-bc6d-5fe49658e80b
357;358;ch.bakom.radio-fernsehsender (Radio- und Fernsehsender);ch.bakom.radio-fernsehsender;b92fae28-d12b-4278-8535-1929807341cd
358;359;ch.bakom.uplink1 (Upload ≥ 1 Mbit/s);ch.bakom.uplink1;04ade34e-9654-4dfa-8788-ac6a3da206d6
359;360;ch.bakom.uplink10 (Upload ≥ 10 Mbit/s);ch.bakom.uplink10;41263c2e-bec9-4b1e-9e2d-11d69f8df58c
360;361;ch.bakom.uplink100 (Upload ≥ 100 Mbit/s);ch.bakom.uplink100;4f9876c4-5fa6-4cbc-b3db-b5934c681e7b
361;362;ch.bakom.uplink1000 (Upload ≥ 1000 Mbit/s);ch.bakom.uplink1000;69404fc3-9be6-4479-a09e-48f47e51588f
362;363;ch.bakom.versorgungsgebiet-tv (Versorgungsgebiete TV);ch.bakom.versorgungsgebiet-tv;f57f174b-15ab-4428-b41f-916f33ea4cbb
363;364;ch.bakom.versorgungsgebiet-ukw (Versorgungsgebiete Radio);ch.bakom.versorgungsgebiet-ukw;60a2fcd0-3a04-4fea-9bae-c3e0f9b31604
364;365;ch.baspo.nationales-sportanlagenkonzept (Sportanlagen NASAK);ch.baspo.nationales-sportanlagenkonzept;9b3799d2-02e6-43c7-9655-9e3d268551c2
365;366;ch.bav.anlagen-schienengueterverkehr (Anlagen Gütertransport Schiene);ch.bav.anlagen-schienengueterverkehr;dda92878-86a1-4191-a073-9721671d6bc1
366;367;ch.bav.haltestellen-oev (öV-Haltestellen);ch.bav.haltestellen-oev;841d42ff-8177-4e07-a96b-e8e5455ae048
367;368;ch.bav.kataster-belasteter-standorte-oev (Belastete Standorte öV);ch.bav.kataster-belasteter-standorte-oev;c022c6b6-67ad-4023-8d01-cd0d89cf73a6
368;369;ch.bav.laermbelastung-eisenbahn_effektive_immissionen_nacht (Eisenbahnlärm, tats. Immission N);ch.bav.laermbelastung-eisenbahn_effektive_immissionen_nacht;e449ba1d-ee2a-42d5-97a9-ad9fcf48b696
369;370;ch.bav.laermbelastung-eisenbahn_effektive_immissionen_tag (Eisenbahnlärm, tats. Immission T);ch.bav.laermbelastung-eisenbahn_effektive_immissionen_tag;a488ff49-540f-4013-aa23-af9a2d2d0d34
370;371;ch.bav.laermbelastung-eisenbahn_festgelegte_emissionen_nacht (Eisenbahnlärm, festgel. Emission N);ch.bav.laermbelastung-eisenbahn_festgelegte_emissionen_nacht;a7efd280-1c64-4fdf-98dd-bec607ff6a9d
371;372;ch.bav.laermbelastung-eisenbahn_festgelegte_emissionen_tag (Eisenbahnlärm, festgel. Emission T);ch.bav.laermbelastung-eisenbahn_festgelegte_emissionen_tag;2d35d97f-e7b9-4d40-8654-d6adfaf26240
372;373;ch.bav.laermbelastung-eisenbahn_laermschutzwaende (Eisenbahnlärm, Lärmschutzwände);ch.bav.laermbelastung-eisenbahn_laermschutzwaende;ed8f4713-e0c7-4dca-a7b0-3ef7aeb1bc73
373;374;ch.bav.laermbelastung-eisenbahn_tatsaechliche_emissionen_nacht (Eisenbahnlärm, tats. Emission N);ch.bav.laermbelastung-eisenbahn_tatsaechliche_emissionen_nacht;49f67f0b-6122-42f3-8391-f2ceeb367c2f
374;375;ch.bav.laermbelastung-eisenbahn_tatsaechliche_emissionen_tag (Eisenbahnlärm, tats. Emission T);ch.bav.laermbelastung-eisenbahn_tatsaechliche_emissionen_tag;c4622adc-282a-4368-b3a8-d15769882b6f
375;376;ch.bav.laermbelastung-eisenbahn_zulaessige_immissionen_nacht (Eisenbahnlärm, zuläss. Immission N);ch.bav.laermbelastung-eisenbahn_zulaessige_immissionen_nacht;79b73ff5-e8af-4f26-82b6-6d3eda65fc30
376;377;ch.bav.laermbelastung-eisenbahn_zulaessige_immissionen_tag (Eisenbahnlärm, zuläss. Immission T);ch.bav.laermbelastung-eisenbahn_zulaessige_immissionen_tag;1abcda60-f48d-4340-bc53-4611d49d716c
377;378;ch.bav.lage-stoerfallverordnung_eisenbahnanlagen (Lage und Bereich Eisenb. StFV);ch.bav.lage-stoerfallverordnung_eisenbahnanlagen;dc35a63d-58c9-42b6-911f-c9b086314a5c
378;379;ch.bav.sachplan-infrastruktur-schiene_kraft (SP Infrastruktur Schiene);ch.bav.sachplan-infrastruktur-schiene_kraft;80d0a3a6-56a3-408a-8964-6a48a500678e
379;380;ch.bav.sachplan-infrastruktur-schifffahrt_kraft (SP Infrastruktur Schifffahrt);ch.bav.sachplan-infrastruktur-schifffahrt_kraft;fa9b082a-57a8-4c11-816b-2365e2741215
380;381;ch.bav.schienennetz (Schienennetz);ch.bav.schienennetz;4545b545-cdc9-4713-809c-210ee84436b0
381;382;ch.bav.seilbahnen-bundeskonzession (Seilbahnen mit Bundeskonzession);ch.bav.seilbahnen-bundeskonzession;43a660c0-baa2-4366-ad04-a458afe1ec2c
382;383;ch.bazl.bebaute-gebiete_luftfahrtrecht (Bebaute Gebiete VIL);ch.bazl.bebaute-gebiete_luftfahrtrecht;13a1d280-d6ee-4c57-8ee4-ffcebedcfc2e
383;384;ch.bazl.einschraenkungen-drohnen (Einschränkungen für Drohnen);ch.bazl.einschraenkungen-drohnen;c3ebd7ba-0fd5-411a-9074-3d0cdc46bc4d
384;385;ch.bazl.flugplaetze-heliports (Flugplätze + Heliports);ch.bazl.flugplaetze-heliports;4fbaa79b-688f-4060-9afd-b1c5b2147ee2
385;386;ch.bazl.gebirgslandeplaetze (Gebirgslandeplätze);ch.bazl.gebirgslandeplaetze;d31ecd5b-e00c-430b-ab2e-d9148a199b9c
386;387;ch.bazl.kataster-belasteter-standorte-zivilflugplaetze (Belastete Standorte Zivilflugplätze);ch.bazl.kataster-belasteter-standorte-zivilflugplaetze;3f7c8f9f-b1be-4eb6-a9e2-7bdacf35dd58
387;388;ch.bazl.laermbelastungskataster-zivilflugplaetze_erste-nachtstunde (Lärmbelastung 1. Nachtstunde);ch.bazl.laermbelastungskataster-zivilflugplaetze_erste-nachtstunde;e53ef5a2-628d-46bd-a14e-d0d275cdec77
388;389;ch.bazl.laermbelastungskataster-zivilflugplaetze_helikopter (Lärmbelastung Helikopter Lr);ch.bazl.laermbelastungskataster-zivilflugplaetze_helikopter;7d6f8271-37ef-40e2-a7c0-8014100697b8
389;390;ch.bazl.laermbelastungskataster-zivilflugplaetze_helikopter-maximalpegel (Lärmbelastung Helikopter Lmax);ch.bazl.laermbelastungskataster-zivilflugplaetze_helikopter-maximalpegel;16e974d6-94ef-4006-97ff-f17428ea6687
390;391;ch.bazl.laermbelastungskataster-zivilflugplaetze_klein-grossflugzeuge (Lärmbelast. Klein- / Grossflugzeuge);ch.bazl.laermbelastungskataster-zivilflugplaetze_klein-grossflugzeuge;f08c2e4b-e458-431f-b98b-32c59ec7baec
391;392;ch.bazl.laermbelastungskataster-zivilflugplaetze_kleinluftfahrzeuge (Lärmbelastung Kleinluftfahrzeuge);ch.bazl.laermbelastungskataster-zivilflugplaetze_kleinluftfahrzeuge;88237a28-1e39-440f-89c4-a26c8a605243
392;393;ch.bazl.laermbelastungskataster-zivilflugplaetze_letzte-nachtstunde (Lärmbelastung letzte Nachtstunde);ch.bazl.laermbelastungskataster-zivilflugplaetze_letzte-nachtstunde;474bf1cb-ffd3-45d7-a24b-0d89beaa4ad2
393;394;ch.bazl.laermbelastungskataster-zivilflugplaetze_militaer-gesamt (Lärmbelast. Militärflugpl. (gesamt));ch.bazl.laermbelastungskataster-zivilflugplaetze_militaer-gesamt;cd12a6cd-38f0-4ea4-bbeb-4cc1be8bf0a6
394;395;ch.bazl.laermbelastungskataster-zivilflugplaetze_zweite-nachtstunde (Lärmbelastung 2. Nachtstunde);ch.bazl.laermbelastungskataster-zivilflugplaetze_zweite-nachtstunde;f9bff7c5-8390-4538-82b6-9595d6133e31
395;396;ch.bazl.landschaftsruhezonen (Landschaftsruhezonen);ch.bazl.landschaftsruhezonen;8af95971-c458-4f4e-bfe4-2d541a1274e8
396;397;ch.bazl.luftfahrthindernis (Luftfahrthindernisse);ch.bazl.luftfahrthindernis;b43208df-1ac2-4d00-b559-d83e4d86ba1a
397;398;ch.bazl.luftraeume-fluginformationsgebiet (Lufträume - FIR);ch.bazl.luftraeume-fluginformationsgebiet;cde5d669-5c65-4338-9e7c-dc839df4a8b4
398;399;ch.bazl.luftraeume-fluginformationszonen (Lufträume - FIZ);ch.bazl.luftraeume-fluginformationszonen;4d9bdb6f-3af1-4ef1-aad0-d6560ff996e0
399;400;ch.bazl.luftraeume-kontrollbezirke (Lufträume - CTA);ch.bazl.luftraeume-kontrollbezirke;5fd1a95b-8f2c-4fff-8038-a7b2922488ad
400;401;ch.bazl.luftraeume-kontrollzonen (Lufträume - CTR);ch.bazl.luftraeume-kontrollzonen;ee7cdbda-996a-45f9-aeff-aa63fa0d446a
401;402;ch.bazl.projektierungszonen-flughafenanlagen (Projektierungszonen Flughäfen);ch.bazl.projektierungszonen-flughafenanlagen;d76d6e8d-c6ac-40f3-92c0-2a953cb99d9f
402;403;ch.bazl.sachplan-infrastruktur-luftfahrt_kraft (SP Infrastruktur Luftfahrt);ch.bazl.sachplan-infrastruktur-luftfahrt_kraft;ae5fa63c-c153-496a-b8a6-c896126398b1
403;404;ch.bazl.schutzgebiete-aulav_liechtenstein (Schutzgebiete Liechtenstein AuLaV);ch.bazl.schutzgebiete-aulav_liechtenstein;25c6e9dd-b658-41fa-8f8d-3fc2775e3a6f
404;405;ch.bazl.sicherheitszonenplan (Sicherheitszonenplan);ch.bazl.sicherheitszonenplan;f0ac2ddb-8b07-421b-ada6-8c192b593bca
405;406;ch.bazl.spitallandeplaetze (Spitallandeplätze);ch.bazl.spitallandeplaetze;afcad9a9-3c1c-4640-a6a9-aa279e4d501c
406;407;ch.bfe.abgeltung-wasserkraftnutzung (Verzicht Wasserkraftnutzung);ch.bfe.abgeltung-wasserkraftnutzung;6c5acaa7-ac82-414a-a2bc-490f60c82580
407;408;ch.bfe.biogasanlagen (Biogasanlagen);ch.bfe.biogasanlagen;d303ef3f-2ab2-4b83-9d81-7594173e3728
408;409;ch.bfe.biomasse-nicht-verholzt (Nicht-verholzte Biomassen);ch.bfe.biomasse-nicht-verholzt;a1e28820-056f-4371-9bb3-8c17b846e56f
409;410;ch.bfe.biomasse-verholzt (Verholzte Biomassen);ch.bfe.biomasse-verholzt;b8539dc3-3a56-467e-8433-80f522bfd6fc
410;411;ch.bfe.elektrizitaetsproduktionsanlagen (Elektrizitätsproduktionsanlagen);ch.bfe.elektrizitaetsproduktionsanlagen;e5a00bdb-5022-4856-ad4a-d1afe7bf38b0
411;412;ch.bfe.energieberatungsstellen (Energieberatungsstellen);ch.bfe.energieberatungsstellen;26b94fae-3709-4436-901b-eb27546e9afe
412;413;ch.bfe.energieforschung (Pilot- und Demonstrationsprojekte);ch.bfe.energieforschung;b77e2add-87d1-45a4-b5fc-73cb403ee268
413;414;ch.bfe.energiestaedte (Energiestädte);ch.bfe.energiestaedte;393940cd-6a67-4190-8b91-378669cdea1d
414;415;ch.bfe.energiestaedte-2000watt-areale (2000-Watt-Areale);ch.bfe.energiestaedte-2000watt-areale;d11e76bf-7df2-4057-8fa8-71a0a19523ea
415;416;ch.bfe.erneuerbarheizen (Impulsberatung EFH und kleine MFH);ch.bfe.erneuerbarheizen;0f756190-b7f7-4a4b-94db-696ed67676a4
416;417;ch.bfe.erneuerbarheizen-mehrfamilienhaeuser (Impulsberatung grosse MFH);ch.bfe.erneuerbarheizen-mehrfamilienhaeuser;0f756190-b7f7-4a4b-94db-696ed67676a4
417;418;ch.bfe.fernwaerme-angebot (Wärme- und Kälteangebot);ch.bfe.fernwaerme-angebot;b6c8d9c6-a2ca-435a-af0a-6a8ac94199fc
418;419;ch.bfe.fernwaerme-nachfrage_industrie (Wärme-/Kältenachfrage Industrie);ch.bfe.fernwaerme-nachfrage_industrie;25de2a79-1714-4db8-a7ad-48efc8a4f5c7
419;420;ch.bfe.fernwaerme-nachfrage_wohn_dienstleistungsgebaeude (Wärme-/Kältenachfrage Wohnen und DL);ch.bfe.fernwaerme-nachfrage_wohn_dienstleistungsgebaeude;32a8a3cd-d269-4915-b983-54fd979ca486
420;421;ch.bfe.kehrichtverbrennungsanlagen (Kehrichtverbrennungsanlagen);ch.bfe.kehrichtverbrennungsanlagen;d9596eaf-5629-4756-9a46-4f178407b905
421;422;ch.bfe.kernkraftwerke (Kernkraftwerke);ch.bfe.kernkraftwerke;74e0e4a7-165a-414d-b1a5-1921162f04ab
422;423;ch.bfe.kleinwasserkraftpotentiale (Kleinwasserkraftpotentiale);ch.bfe.kleinwasserkraftpotentiale;c4b695b0-23ad-4d0d-a496-16fc0f597819
423;424;ch.bfe.komo-projekte (KOMO-Projekte);ch.bfe.komo-projekte;0d216c1b-2998-4eb9-a47b-ac88aafb7271
424;425;ch.bfe.ladestellen-elektromobilitaet (Ladestationen für Elektroautos);ch.bfe.ladestellen-elektromobilitaet;deb77904-21ff-4ff4-b53d-b6ddb4615168
425;426;ch.bfe.meteorologische-vereisung (Vereisungshäufigkeit);ch.bfe.meteorologische-vereisung;94cedad7-6d19-46b2-9ecf-0d1d1a58bea8
426;427;ch.bfe.minergiegebaeude (Minergie);ch.bfe.minergiegebaeude;ad60a67c-f0a0-41fa-84f2-20b8565c9da9
427;428;ch.bfe.rohrleitungen-konsultationsbereiche (Konsultationsbereiche Rohrleitungen);ch.bfe.rohrleitungen-konsultationsbereiche;9188dcff-dced-43b9-8127-b3104f09c175
428;429;ch.bfe.sachplan-geologie-tiefenlager (SP Geologische Tiefenlager);ch.bfe.sachplan-geologie-tiefenlager;7162f14b-4c16-4ec3-8ac6-b158136e65c7
429;430;ch.bfe.sachplan-uebertragungsleitungen_anhoerung (SÜL Anhörung);ch.bfe.sachplan-uebertragungsleitungen_anhoerung;8a86e8e0-adff-4815-bbea-bef208138ad5
430;431;ch.bfe.sachplan-uebertragungsleitungen_kraft (SP Übertragungsleitungen);ch.bfe.sachplan-uebertragungsleitungen_kraft;e1134feb-55d7-4b44-8e13-125e983b259b
431;432;ch.bfe.solarenergie-eignung-daecher (Solarenergie: Eignung Dächer);ch.bfe.solarenergie-eignung-daecher;b614de5c-2f12-4355-b2c9-7aef2c363ad6
432;433;ch.bfe.solarenergie-eignung-fassaden (Solarenergie: Eignung Fassaden);ch.bfe.solarenergie-eignung-fassaden;3849f57d-9bdd-428c-8d13-08be446e197a
433;434;ch.bfe.statistik-wasserkraftanlagen (Statistik Wasserkraft);ch.bfe.statistik-wasserkraftanlagen;a7d239f2-4202-4760-9537-41e1a8c3c984
434;435;ch.bfe.stauanlagen-bundesaufsicht (Stauanlagen);ch.bfe.stauanlagen-bundesaufsicht;b5225e07-9884-47b9-8bc2-161d07d1e7f2
435;436;ch.bfe.thermische-netze (Thermische Netze);ch.bfe.thermische-netze;92b85345-4513-45a8-b64a-d7dbebd648a3
436;437;ch.bfe.windenergie-geschwindigkeit_h100 (Windgeschwindigkeit 100 m Höhe);ch.bfe.windenergie-geschwindigkeit_h100;216fd29a-b016-457f-aecf-3a8b1cc70803
437;438;ch.bfe.windenergie-geschwindigkeit_h125 (Windgeschwindigkeit 125 m Höhe);ch.bfe.windenergie-geschwindigkeit_h125;8d78a2a4-03fa-4d95-8a37-57594f2bf7d4
438;439;ch.bfe.windenergie-geschwindigkeit_h150 (Windgeschwindigkeit 150 m Höhe);ch.bfe.windenergie-geschwindigkeit_h150;bb51c6f0-2be5-4933-9582-90dc613c8c75
439;440;ch.bfe.windenergie-geschwindigkeit_h50 (Windgeschwindigkeit 50 m Höhe);ch.bfe.windenergie-geschwindigkeit_h50;69f9bf6d-f168-4250-8c5a-77398fa750cb
440;441;ch.bfe.windenergie-geschwindigkeit_h75 (Windgeschwindigkeit 75 m Höhe);ch.bfe.windenergie-geschwindigkeit_h75;d5892cf4-38fa-4af7-9ddb-f87dd2ed06cd
441;442;ch.bfe.windenergie-potenzialgebiete (Windpotenzialgebiete);ch.bfe.windenergie-potenzialgebiete;bf588f7f-7708-4518-932e-ef950e0c789a
442;443;ch.bfe.windenergieanlagen (Windenergieanlagen);ch.bfe.windenergieanlagen;b11962c5-cad9-4783-9e88-d8248e90c47f
443;444;ch.bfs.arealstatistik (Arealstatistik 2004/09 NOAS04);ch.bfs.arealstatistik;8ac687ee-ad27-4ac7-8c1c-b64abee9e3b3
444;445;ch.bfs.arealstatistik-1985 (Arealstatistik 1979/85 NOAS04);ch.bfs.arealstatistik-1985;0dff304b-d90c-4f9c-bd9d-f3c315a128c2
445;446;ch.bfs.arealstatistik-1997 (Arealstatistik 1992/97 NOAS04);ch.bfs.arealstatistik-1997;260bbbe0-0c10-4a31-b566-cd0d6f143a09
446;447;ch.bfs.arealstatistik-bodenbedeckung (Arealstatistik 2004/09 NOLC04);ch.bfs.arealstatistik-bodenbedeckung;b53c03bb-a168-491f-b266-c7e9ec0af320
447;448;ch.bfs.arealstatistik-bodenbedeckung-1985 (Arealstatistik 1979/85 NOLC04);ch.bfs.arealstatistik-bodenbedeckung-1985;1c6bc7a0-b243-49f0-9078-6576b37716b7
448;449;ch.bfs.arealstatistik-bodenbedeckung-1997 (Arealstatistik 1992/97 NOLC04);ch.bfs.arealstatistik-bodenbedeckung-1997;af74a95b-7295-47b8-8cfe-795e9a09a086
449;450;ch.bfs.arealstatistik-bodennutzung (Arealstatistik 2004/09 NOLU04 );ch.bfs.arealstatistik-bodennutzung;5082c28a-33cc-47d6-a577-a6118238def5
450;451;ch.bfs.arealstatistik-bodennutzung-1985 (Arealstatistik 1979/85 NOLU04);ch.bfs.arealstatistik-bodennutzung-1985;f954beeb-7f1e-44a4-b975-19ea9b8c369f
451;452;ch.bfs.arealstatistik-bodennutzung-1997 (Arealstatistik 1992/97 NOLU04);ch.bfs.arealstatistik-bodennutzung-1997;5257c12e-bb39-4983-a98a-8103cb3f1611
452;453;ch.bfs.arealstatistik-hintergrund (Vereinfachte Bodennutzung);ch.bfs.arealstatistik-hintergrund;f03f085a-6bff-4063-b664-5546e32ba2e2
453;454;ch.bfs.arealstatistik-waldmischungsgrad (Waldmischungsgrad 1990/1992);ch.bfs.arealstatistik-waldmischungsgrad;116447b0-31b0-477c-9203-9f51d43e4ac5
454;455;ch.bfs.betriebszaehlungen-arbeitsstaetten (Arbeitsstätten);ch.bfs.betriebszaehlungen-arbeitsstaetten;ecc82a85-9ecb-4f14-873d-bd07d8468bad
455;456;ch.bfs.betriebszaehlungen-beschaeftigte_vollzeitaequivalente (Beschäftigte (VZÄ));ch.bfs.betriebszaehlungen-beschaeftigte_vollzeitaequivalente;1a764cdd-9d11-4cfe-b440-66d7caef7fa4
456;457;ch.bfs.erreichbarkeit-apotheken (Erreichbarkeit von Apotheken);ch.bfs.erreichbarkeit-apotheken;3fd30387-b9cb-493e-9e7d-ce9e853afe31
457;458;ch.bfs.erreichbarkeit-restaurants (Erreichbarkeit von Restaurants);ch.bfs.erreichbarkeit-restaurants;8f48d5dd-270b-46c5-bf82-c8e7929d08f6
458;459;ch.bfs.gebaeude_wohnungs_register (Gebäude- und Wohnungsregister);ch.bfs.gebaeude_wohnungs_register;56553efe-4a2c-449d-93ba-cf7edd518d56
459;460;ch.bfs.generalisierte-grenzen_agglomerationen_g1 (Administrative Grenzen G1, Agglomerationen);ch.bfs.generalisierte-grenzen_agglomerationen_g1;68924d22-bc42-425e-bbcc-a2f75c5c796c
460;461;ch.bfs.generalisierte-grenzen_agglomerationen_g2 (Administrative Grenzen G2, Agglomerationen);ch.bfs.generalisierte-grenzen_agglomerationen_g2;4aa954c6-2d71-4d96-ab85-cb5fb128be8e
461;462;ch.bfs.landschaftswandel (Bilddokumentation Landschaftswandel);ch.bfs.landschaftswandel;826921fb-2bf7-44af-a71a-af56bda3dd6d
462;463;ch.bfs.volkszaehlung-bevoelkerungsstatistik_einwohner (Bevölkerung (Einwohner));ch.bfs.volkszaehlung-bevoelkerungsstatistik_einwohner;4bfbbf20-d90e-4131-8fe2-4c454ad45c16
463;464;ch.bfs.volkszaehlung-gebaeudestatistik_gebaeude (Gebäude);ch.bfs.volkszaehlung-gebaeudestatistik_gebaeude;ac730d03-1840-4f64-bc89-9f06d2491e25
464;465;ch.bfs.volkszaehlung-gebaeudestatistik_wohnungen (Wohnungen);ch.bfs.volkszaehlung-gebaeudestatistik_wohnungen;987a55d8-fcc5-497a-b553-da1f1517e5c4
465;466;ch.blw.alpprodukte (Alpprodukte);ch.blw.alpprodukte;843b3f48-ec98-4143-b9e6-1db1ad6ddac0
466;467;ch.blw.bergprodukte (Bergprodukte);ch.blw.bergprodukte;c5bc9d6b-cafb-4617-97d7-868ab4cd5506
467;468;ch.blw.bewaesserungsbeduerftigkeit (Bewässerungsbedürftigkeit);ch.blw.bewaesserungsbeduerftigkeit;a3acc755-aad5-4992-b3f3-91f1137a94cb
468;469;ch.blw.bodeneignung-gruendigkeit (Gründigkeit);ch.blw.bodeneignung-gruendigkeit;a1c56c8d-05c9-425f-9aed-71e265081634
469;470;ch.blw.bodeneignung-kulturland (Bodeneignung für Kulturland);ch.blw.bodeneignung-kulturland;843de9c9-6feb-4577-ab3b-e4fb62a9c56a
470;471;ch.blw.bodeneignung-kulturtyp (Bodeneignung: Kulturtyp);ch.blw.bodeneignung-kulturtyp;4d7ea1c8-451b-46b6-8e16-ffee10e0c9a7
471;472;ch.blw.bodeneignung-naehrstoffspeichervermoegen (Nährstoffspeichervermögen);ch.blw.bodeneignung-naehrstoffspeichervermoegen;05216096-7514-4084-a361-49a2cee1f44c
472;473;ch.blw.bodeneignung-skelettgehalt (Skelettgehalt);ch.blw.bodeneignung-skelettgehalt;b07f2385-ee3d-4dae-aac2-3fce678ead33
473;474;ch.blw.bodeneignung-vernaessung (Vernässung);ch.blw.bodeneignung-vernaessung;ace71da1-bfd1-4745-a2f1-40b4567f4907
474;475;ch.blw.bodeneignung-wasserdurchlaessigkeit (Wasserdurchlässigkeit);ch.blw.bodeneignung-wasserdurchlaessigkeit;d5bd22a3-0656-4582-97bc-37f77b5426ca
