;number;layer;TECHPUBLAYERNAME;uuid
620;621;ch.swisstopo.geologie-geotechnik-gk500-lithologie_hauptgruppen (Min. Rohstoffe (vereinfacht) 500);ch.swisstopo.geologie-geotechnik-gk500-lithologie_hauptgruppen;435522fb-599e-41c0-a7c0-49d922ea6acf
621;622;ch.swisstopo.geologie-geotechnik-mineralische_rohstoffe200 (Mineralische Rohstoffe 200);ch.swisstopo.geologie-geotechnik-mineralische_rohstoffe200;d86f291c-49b8-4bc8-93f7-dbab48dcb26c
622;623;ch.swisstopo.geologie-geotechnik-steinbrueche_1915 (Steinbrüche 1915);ch.swisstopo.geologie-geotechnik-steinbrueche_1915;e9fb4d2c-8843-4586-b6f3-c9276a6d2890
623;624;ch.swisstopo.geologie-geotechnik-steinbrueche_1965 (Steinbrüche 1965);ch.swisstopo.geologie-geotechnik-steinbrueche_1965;375ee9c3-11ea-405f-aefe-1e26cec99003
624;625;ch.swisstopo.geologie-geotechnik-steinbrueche_1980 (Steinbrüche 1980);ch.swisstopo.geologie-geotechnik-steinbrueche_1980;d2420114-b83d-4658-b205-4ccf8e4d1a07
625;626;ch.swisstopo.geologie-geotechnik-steinbrueche_1995 (Steinbrüche 1995);ch.swisstopo.geologie-geotechnik-steinbrueche_1995;1c7751e9-9909-45c2-ab3a-daff34a56ef1
626;627;ch.swisstopo.geologie-geotechnik-steine_historische_bauwerke (Naturwerksteine an Bauwerken);ch.swisstopo.geologie-geotechnik-steine_historische_bauwerke;efe1b3cf-dac4-4660-a5bd-a9269a3d97db
627;628;ch.swisstopo.geologie-geotechnik-zementindustrie_1965 (Zementindustrie 1965);ch.swisstopo.geologie-geotechnik-zementindustrie_1965;900f56f2-31d0-4b97-a1af-fa016df24193
628;629;ch.swisstopo.geologie-geotechnik-zementindustrie_1995 (Zementindustrie 1995);ch.swisstopo.geologie-geotechnik-zementindustrie_1995;895a5d84-485e-4e47-b76e-2ab0283b0655
629;630;ch.swisstopo.geologie-geotechnik-ziegeleien_1907 (Ziegeleien 1907);ch.swisstopo.geologie-geotechnik-ziegeleien_1907;060d2502-5eb7-4a0a-9364-e36b0fd12a2e
630;631;ch.swisstopo.geologie-geothermische_potenzialstudien_regional (Geothermische Potenzialstudien);ch.swisstopo.geologie-geothermische_potenzialstudien_regional;1c050393-fe3a-41b1-a31e-3173f51181d8
631;632;ch.swisstopo.geologie-geotope (Geotope der Schweiz);ch.swisstopo.geologie-geotope;e7dd54e9-fc98-4e5c-b46a-694d1ba6c84e
632;633;ch.swisstopo.geologie-geotope_kantone_stand (Stand kantonale Geotope);ch.swisstopo.geologie-geotope_kantone_stand;c4d2c1b0-b075-4d7b-be7c-54d26411cda3
633;634;ch.swisstopo.geologie-geowege (Geowege);ch.swisstopo.geologie-geowege;3356602e-23d5-4e42-9d75-55fe9cc2daba
634;635;ch.swisstopo.geologie-gesteinsdichte (Dichte von Gesteinen);ch.swisstopo.geologie-gesteinsdichte;c4a7ceb5-8bf5-457d-ab0a-57216dafce53
635;636;ch.swisstopo.geologie-gletscherausdehnung (Gletscherausdehnung);ch.swisstopo.geologie-gletscherausdehnung;f6fb6139-f13e-4a56-bf01-01b7dd4358d5
636;637;ch.swisstopo.geologie-gletschermaechtigkeit (Gletschermächtigkeit);ch.swisstopo.geologie-gletschermaechtigkeit;57052989-5074-4841-abb6-22d1989d615f
637;638;ch.swisstopo.geologie-gravimetrischer_atlas (Gravimetrischer Atlas 100);ch.swisstopo.geologie-gravimetrischer_atlas;732cb247-8307-4cc7-8c31-b1c505a94633
638;639;ch.swisstopo.geologie-gravimetrischer_atlas.messpunkte (Gravimetrische Messpunkte 100);ch.swisstopo.geologie-gravimetrischer_atlas.messpunkte;297a1958-3636-45af-a17c-e90120605132
639;640;ch.swisstopo.geologie-gravimetrischer_atlas_papier.metadata (Einteilung Gravimetrischer Atlas 100 Papier);ch.swisstopo.geologie-gravimetrischer_atlas_papier.metadata;2f9315dd-3d8f-4248-850c-46270e47dfe7
640;641;ch.swisstopo.geologie-grundwasservorkommen_papier.metadata (Einteilung Grundwasservorkommen 500 Papier);ch.swisstopo.geologie-grundwasservorkommen_papier.metadata;af399b45-c233-48ec-a500-e6eb503b07dd
641;642;ch.swisstopo.geologie-grundwasservulnerabilitaet_papier.metadata (Einteilung Grundwasservulnerabilität 500 Papier);ch.swisstopo.geologie-grundwasservulnerabilitaet_papier.metadata;7f8e47fa-cd31-4ff2-808e-6262aaea019b
642;643;ch.swisstopo.geologie-hydrogeologische_karte-grundwasservorkommen (Grundwasservorkommen 500);ch.swisstopo.geologie-hydrogeologische_karte-grundwasservorkommen;f198f6f6-8efa-4235-a55f-99767ea0206c
643;644;ch.swisstopo.geologie-hydrogeologische_karte-grundwasservulnerabilitaet (Grundwasservulnerabilität 500);ch.swisstopo.geologie-hydrogeologische_karte-grundwasservulnerabilitaet;b8efde6b-7323-4496-aa70-b976ec55cec9
644;645;ch.swisstopo.geologie-lockergestein_maechtigkeitsmodell (Mächtigkeit des Lockergesteins);ch.swisstopo.geologie-lockergestein_maechtigkeitsmodell;99eb4571-4c34-48cc-bd6a-32fd9decc2a7
645;646;ch.swisstopo.geologie-rohstoffe-gebrochene_gesteine_abbau (Gebrochene Gesteine: Abbau);ch.swisstopo.geologie-rohstoffe-gebrochene_gesteine_abbau;bb682732-ca6d-43f4-8c95-760b76004b22
646;647;ch.swisstopo.geologie-rohstoffe-gips_abbau_verarbeitung (Gips: Abbau und Verarbeitung);ch.swisstopo.geologie-rohstoffe-gips_abbau_verarbeitung;33f974a7-8852-449d-ba68-646b10710f60
647;648;ch.swisstopo.geologie-rohstoffe-industrieminerale (Industrieminerale: Vorkommen);ch.swisstopo.geologie-rohstoffe-industrieminerale;ec3471db-6e86-4148-abbf-d702196381bd
648;649;ch.swisstopo.geologie-rohstoffe-kohlen_bitumen_erdgas (Fossile Kohlenwasserstoffe: Vorkommen);ch.swisstopo.geologie-rohstoffe-kohlen_bitumen_erdgas;ee51374d-1472-44bd-a5a7-c65c4e46f3b4
649;650;ch.swisstopo.geologie-rohstoffe-naturwerksteine_abbau (Naturwerksteine: Abbau);ch.swisstopo.geologie-rohstoffe-naturwerksteine_abbau;0b22a108-693c-4b6e-9e43-7614eb0e0bc3
650;651;ch.swisstopo.geologie-rohstoffe-salz_abbau_verarbeitung (Salz: Abbau und Verarbeitung);ch.swisstopo.geologie-rohstoffe-salz_abbau_verarbeitung;e5bed380-6a35-46c9-97c9-0cbf5875f292
651;652;ch.swisstopo.geologie-rohstoffe-vererzungen (Metallrohstoffe: Vorkommen);ch.swisstopo.geologie-rohstoffe-vererzungen;46dd5d50-6f7e-4175-ab64-051b16750e38
652;653;ch.swisstopo.geologie-rohstoffe-zement_abbau_verarbeitung (Zementrohstoffe: Abbau und Verarb.);ch.swisstopo.geologie-rohstoffe-zement_abbau_verarbeitung;9128ae2a-acdf-42cf-bb67-00755f0857fb
653;654;ch.swisstopo.geologie-rohstoffe-ziegel_abbau (Ziegeleirohstoffe: Abbau);ch.swisstopo.geologie-rohstoffe-ziegel_abbau;3d0120f4-34b2-40cf-b61c-127bd9a27522
654;655;ch.swisstopo.geologie-rohstoffe-ziegel_verarbeitung (Ziegeleirohstoffe: Verarbeitung);ch.swisstopo.geologie-rohstoffe-ziegel_verarbeitung;93ad193c-cb3e-48a4-8977-6775c403c579
655;656;ch.swisstopo.geologie-spezialkarten_schweiz.metadata (Einteilung Geologische Spezialkarten Raster);ch.swisstopo.geologie-spezialkarten_schweiz.metadata;5a7e79b5-0aef-4514-9df4-62fb92edee97
656;657;ch.swisstopo.geologie-spezialkarten_schweiz_papier.metadata (Einteilung Geologische Spezialkarten Papier);ch.swisstopo.geologie-spezialkarten_schweiz_papier.metadata;0d93edd4-5ab4-47e1-b119-6df7289eb429
657;658;ch.swisstopo.geologie-spezialkarten_schweiz_vector.metadata (Einteilung Geologische Spezialkarten Vector);ch.swisstopo.geologie-spezialkarten_schweiz_vector.metadata;b15b89ac-d7e5-412c-bd4a-5077c935806c
658;659;ch.swisstopo.geologie-tektonische_karte (Tektonik 500);ch.swisstopo.geologie-tektonische_karte;a4cdef47-505e-41ab-b6a7-ad5b92d80e41
659;660;ch.swisstopo.geologie-tektonische_karte_papier.metadata (Einteilung Tektonische Karte 500 Papier);ch.swisstopo.geologie-tektonische_karte_papier.metadata;9a6cf8f1-2475-4085-b202-8cd0fe0f0ca8
660;661;ch.swisstopo.geologie-tiefengeothermie_projekte (Tiefengeothermie-Projekte);ch.swisstopo.geologie-tiefengeothermie_projekte;2df11e59-d85a-40cf-98cf-4b941577e23c
661;662;ch.swisstopo.hebungsraten (Vertikalbewegungen);ch.swisstopo.hebungsraten;80a03e2f-7827-4497-8f0a-62ab8816d609
662;663;ch.swisstopo.hiks-dufour.metadata (Einteilung Dufourkarte Raster);ch.swisstopo.hiks-dufour.metadata;bfa9994f-c8b1-4dc1-90b2-fe1211bf2d22
663;664;ch.swisstopo.hiks-siegfried-ta25.metadata (Einteilung Siegfriedkarte 25 Raster);ch.swisstopo.hiks-siegfried-ta25.metadata;86c12e05-aabf-4384-a88a-eeea18044e83
664;665;ch.swisstopo.hiks-siegfried-ta50.metadata (Einteilung Siegfriedkarte 50 Raster);ch.swisstopo.hiks-siegfried-ta50.metadata;b8642253-c0df-4d39-b92e-d05467caf0f5
665;666;ch.swisstopo.images-swissimage-dop10.metadata (Einteilung SWISSIMAGE 10 cm Raster);ch.swisstopo.images-swissimage-dop10.metadata;3f340030-15de-4ab6-a1b1-5f33e09a997f
666;667;ch.swisstopo.koordinatenaenderung (LV95 Koordinatenänderung);ch.swisstopo.koordinatenaenderung;d749d5c4-d362-489b-a6c1-a8ee68aeeaab
667;668;ch.swisstopo.landesschwerenetz (Schweregrundnetz);ch.swisstopo.landesschwerenetz;95879cd4-e93d-4d4d-af57-4ec6731b9c97
668;669;ch.swisstopo.leichte-basiskarte_reliefschattierung (Leichte Basiskarte Relief);ch.swisstopo.leichte-basiskarte_reliefschattierung;eaa79f58-0dc7-4cfc-8308-f7adc33d933a
669;670;ch.swisstopo.lotabweichungen (Lotabweichungen);ch.swisstopo.lotabweichungen;ef5df57e-8eb3-4b55-96e5-0e70adead7ad
670;671;ch.swisstopo.lubis-bildstreifen (Luftbildstreifen swisstopo);ch.swisstopo.lubis-bildstreifen;7392cfbf-2f3b-446f-934f-604bc9410978
671;672;ch.swisstopo.lubis-luftbilder-dritte-firmen (Luftbilder Dritte);ch.swisstopo.lubis-luftbilder-dritte-firmen;f614decc-a4f2-480f-b007-b8d9b99bdde5
672;673;ch.swisstopo.lubis-luftbilder-dritte-kantone (Luftbilder Kantone);ch.swisstopo.lubis-luftbilder-dritte-kantone;5327cb7b-269b-4d02-b199-19418ee33d54
673;674;ch.swisstopo.lubis-luftbilder_farbe (Luftbilder swisstopo farbig);ch.swisstopo.lubis-luftbilder_farbe;352c0302-fac6-455b-bd81-092850a7ad4e
674;675;ch.swisstopo.lubis-luftbilder_infrarot (Luftbilder swisstopo infrarot);ch.swisstopo.lubis-luftbilder_infrarot;aee873f9-127a-4567-86a9-abb740bb9706
675;676;ch.swisstopo.lubis-luftbilder_schraegaufnahmen (Luftbilder swisstopo schräg);ch.swisstopo.lubis-luftbilder_schraegaufnahmen;b38ee443-8965-4a25-bb99-626b32c6227f
676;677;ch.swisstopo.lubis-luftbilder_schwarzweiss (Luftbilder swisstopo s/w);ch.swisstopo.lubis-luftbilder_schwarzweiss;12970991-2623-4e1e-a420-7435a6b5046c
677;678;ch.swisstopo.lubis-terrestrische_aufnahmen (Terrestrische Aufnahmen swisstopo);ch.swisstopo.lubis-terrestrische_aufnahmen;7e0b1343-0d6c-4d3d-9c63-9ed49ca2c0a9
678;679;ch.swisstopo.meldungen-karten_geodaten (Meldungen zu Karten und Geodaten);ch.swisstopo.meldungen-karten_geodaten;37fe878e-f207-48f7-9d9a-a4192aeaef71
679;680;ch.swisstopo.pixelkarte-farbe-pk1000.noscale (Landeskarte 1:1 Million | LK1000);ch.swisstopo.pixelkarte-farbe-pk1000.noscale;4ea228b8-7910-4339-8a31-d38d8d8592bd
680;681;ch.swisstopo.schneeschuhwandern (Schneeschuhwandern);ch.swisstopo.schneeschuhwandern;56c1795e-c074-4731-9766-9a44050dc2a8
681;682;ch.swisstopo.swissboundaries3d-bezirk-flaeche.fill (Bezirksgrenzen);ch.swisstopo.swissboundaries3d-bezirk-flaeche.fill;e1b8837d-8c19-4b65-a8b5-21aaff44fa91
682;683;ch.swisstopo.swissboundaries3d-gemeinde-flaeche.fill (Gemeindegrenzen);ch.swisstopo.swissboundaries3d-gemeinde-flaeche.fill;9961dc6c-20a9-4b16-8a24-b20c3d8ddb83
683;684;ch.swisstopo.swissboundaries3d-kanton-flaeche.fill (Kantonsgrenzen);ch.swisstopo.swissboundaries3d-kanton-flaeche.fill;9eee6d40-f0a6-46c9-94ad-69679b9f3d38
684;685;ch.swisstopo.swissboundaries3d-land-flaeche.fill (Landesgrenzen);ch.swisstopo.swissboundaries3d-land-flaeche.fill;c5bd42e6-033f-4d43-a398-320b42538798
685;686;ch.swisstopo.swissimage-product.metadata (Einteilung SWISSIMAGE Zeitreise);ch.swisstopo.swissimage-product.metadata;1fc43fd9-f43f-4779-aa59-51e8f4833372
686;687;ch.swisstopo.swissnames3d (Geografische Namen swissNAMES3D);ch.swisstopo.swissnames3d;ab24e5cc-7f53-451a-820a-f113fa545943
687;688;ch.swisstopo.swisssurface3d-raster.metadata (Einteilung swissSURFACE3D Raster);ch.swisstopo.swisssurface3d-raster.metadata;36ad08cb-ba6b-4bd4-9960-c809a1ff7a66
688;689;ch.swisstopo.swisssurface3d.metadata (Einteilung swissSURFACE3D LiDAR);ch.swisstopo.swisssurface3d.metadata;a1a07baa-2dfc-458e-91e7-b1710ce1de1d
689;690;ch.swisstopo.transformation-bezugsrahmen_hoehe (HTRANS LHN95-LN02);ch.swisstopo.transformation-bezugsrahmen_hoehe;b3362599-3bc6-4615-a290-546792f89c83
690;691;ch.swisstopo.transformationsgenauigkeit (LV95 Transformationsgenauigkeit);ch.swisstopo.transformationsgenauigkeit;579e0ecf-6700-4652-81f5-bf0e28f2fcd6
691;692;ch.swisstopo.treasurehunt (Schatzkarte);ch.swisstopo.treasurehunt;
692;693;ch.swisstopo.vec200-adminboundaries-protectedarea (Schutzgebiete swissTLMRegio);ch.swisstopo.vec200-adminboundaries-protectedarea;37c78660-531a-404c-86f8-8cdde0c3d985
693;694;ch.swisstopo.verschiebungsvektoren-tsp1 (LV95 Verschiebungsvektoren TSP1);ch.swisstopo.verschiebungsvektoren-tsp1;b7630e06-7e06-4ab0-9ed5-9fd2e66b6433
694;695;ch.swisstopo.verschiebungsvektoren-tsp2 (LV95 Verschiebungsvektoren TSP2);ch.swisstopo.verschiebungsvektoren-tsp2;fcd80c13-8824-4c3b-835b-95172eb9e4e6
695;696;ch.vbs.armeelogistikcenter (Armeelogistikcenter ALC);ch.vbs.armeelogistikcenter;ae538f59-74af-4ed4-999b-66cfb52c36de
696;697;ch.vbs.bundestankstellen-bebeco (Tankstellen BEBECO);ch.vbs.bundestankstellen-bebeco;7f8c99f2-7736-4fe6-8d69-0af201f01526
697;698;ch.vbs.grunddispositiv-zeus (Zeus Karte);ch.vbs.grunddispositiv-zeus;6441b459-e9c6-41a7-b88d-5529c3b1d003
698;699;ch.vbs.kataster-belasteter-standorte-militaer (Belastete Standorte Militär);ch.vbs.kataster-belasteter-standorte-militaer;d56dc013-2659-4664-8829-7e097dfa4173
699;700;ch.vbs.logistikraeume-armeelogistikcenter (Logistikräume ALC);ch.vbs.logistikraeume-armeelogistikcenter;270a2032-d346-42c5-a657-9129186f1f08
700;701;ch.vbs.milairspacechart (Mil Airspace Chart);ch.vbs.milairspacechart;7cc94b45-7104-4187-92ea-d1f9a1f838ba
701;702;ch.vbs.panzerverschiebungsrouten (Panzerverschiebungsrouten);ch.vbs.panzerverschiebungsrouten;b0478e7d-63df-4ff8-b90c-336a2b5176db
702;703;ch.vbs.patrouilledesglaciers-a_rennen (Patrouille des Glaciers (A Rennen));ch.vbs.patrouilledesglaciers-a_rennen;30c41be6-0f35-4caa-aeda-45f8705911fb
703;704;ch.vbs.patrouilledesglaciers-z_rennen (Patrouille des Glaciers (Z Rennen));ch.vbs.patrouilledesglaciers-z_rennen;64d14c1a-25bb-4bf5-bad3-057823a334ef
704;705;ch.vbs.retablierungsstellen (Retablierungsstellen);ch.vbs.retablierungsstellen;e436f7aa-3d59-4f4e-8940-46d2b181a9b4
705;706;ch.vbs.sachplan-infrastruktur-militaer_anhoerung (SPM Anhörung);ch.vbs.sachplan-infrastruktur-militaer_anhoerung;4817187f-700e-4588-94d6-0873fd23febd
706;707;ch.vbs.sachplan-infrastruktur-militaer_kraft (SP Militär);ch.vbs.sachplan-infrastruktur-militaer_kraft;5263bc47-8723-4c02-988a-4ae0d425099c
707;708;ch.vbs.schiessanzeigen (Publizierte Schiessanzeigen und Gefahrenzonen);ch.vbs.schiessanzeigen;49b2cd7e-8513-4c8f-b3e6-ca8cd922b1cc
708;709;ch.vbs.sperr-gefahrenzonenkarte (Sperr- und Gefahrenzonenkarte);ch.vbs.sperr-gefahrenzonenkarte;ef594c48-dcc6-4e22-894d-db65873637a3
709;710;ch.vbs.swissmilpilotschart (SWISS MIL PILOTS CHART);ch.vbs.swissmilpilotschart;4aeffa2c-5b31-41fa-bdc8-17f6faf09848
710;711;ch.vbs.territorialregionen (Territorialdivisionen);ch.vbs.territorialregionen;f1d7d608-74d7-46fc-a478-b4357409f34b
711;712;ch.vbs.waldschadenkarte (Waldschadenkarte - Projektil);ch.vbs.waldschadenkarte;2ff2299e-55b5-4ec7-bb92-fbb06e7ee422
712;713;org.epsg.grid_2056 (Koordinatennetz CH1903+/LV95);org.epsg.grid_2056;f1c937a2-0066-4476-ad9b-4b621261a6ec
713;714;org.epsg.grid_21781 (Koordinatennetz CH1903/LV03);org.epsg.grid_21781;e63b269a-d32f-41ac-90a5-e330b0951ce8
714;715;org.epsg.grid_4326 (Koordinatennetz WGS84);org.epsg.grid_4326;88c19d33-d5e3-4ea7-ab98-c44fbda6cf0f
